customer_id,customer_name,customer_type,country_of_residence,occupation_or_industry,branch_id,onboarding_channel,risk_rating,pep_flag,annual_income_or_turnover_gbp,relationship_start_date
C00660,Tom Patel,Individual,Nigeria,Student,BR01,Relationship Manager,Medium,N,33700,2024-07-24
C00661,Northgate Property Ltd,Business,United Kingdom,Real Estate,BR05,Relationship Manager,High,N,5238000,2025-07-31
C00662,James Reid,Individual,France,Self-employed,BR03,Branch,Low,N,35500,2024-11-29
C00663,Nadia Carter,Individual,France,Employee,BR01,Online,Low,N,26600,2025-02-13
C00664,Daniel Hughes,Individual,United Kingdom,Employee,BR02,Online,Low,N,113000,2025-01-21
C00665,Thistle Motors Ltd,Business,United Kingdom,Precious Metals,BR09,Branch,High,N,4079000,2025-07-08
C00666,Sofia Brooks,Individual,United Kingdom,Retired,BR01,Online,Low,N,25300,2024-05-30
C00667,James Rossi,Individual,United Kingdom,Student,BR07,Online,Low,N,21400,2024-02-13
C00668,Priya Wright,Individual,United Kingdom,Self-employed,BR09,Branch,Low,N,25200,2025-06-18
C00669,Nadia Evans,Individual,United Kingdom,Student,BR06,Branch,Low,N,28700,2025-11-28
C00670,Amir Murray,Individual,Ireland,Student,BR01,Relationship Manager,Low,N,36300,2025-02-27
C00671,Omar Hughes,Individual,United Kingdom,Student,BR08,Online,Low,N,78300,2024-03-26
C00672,Priya Nowak,Individual,United Kingdom,Student,BR06,Branch,Low,N,22500,2024-03-23
C00673,Omar Nowak,Individual,United Kingdom,Employee,BR02,Introducer,Low,N,158500,2025-02-02
C00674,Kestrel Capital PLC,Business,United Kingdom,Retail,BR05,Relationship Manager,Low,N,456000,2025-10-16
C00675,Tom Hughes,Individual,Panama,Employee,BR01,Introducer,Medium,N,17200,2025-03-24
C00676,Northgate Logistics Ltd,Business,United Kingdom,Real Estate,BR06,Online,Medium,N,1424000,2024-08-08
C00677,Amir Carter,Individual,United Kingdom,Student,BR09,Branch,Low,N,88700,2025-03-29
C00678,Omar Singh,Individual,United Kingdom,Employee,BR04,Branch,Low,N,36000,2024-04-24
C00679,Oakline Tech LLP,Business,United Kingdom,Professional Services,BR10,Introducer,Medium,N,149000,2024-12-16
C00680,Pinnacle Property PLC,Business,United Kingdom,Import/Export,BR03,Relationship Manager,Medium,N,192000,2025-12-18
C00681,Hannah Evans,Individual,Nigeria,Employee,BR08,Online,Medium,N,43600,2025-04-05
C00682,Summit Capital Ltd,Business,United Kingdom,Technology,BR07,Online,Medium,N,447000,2024-03-16
C00683,James Brooks,Individual,Ireland,Employee,BR01,Online,Low,N,9100,2024-05-27
C00684,Mei Patel,Individual,United Kingdom,Employee,BR09,Online,Low,N,24200,2024-02-13
C00685,Larkspur Construction Ltd,Business,UAE,Hospitality,BR09,Branch,High,N,101000,2024-10-20
C00686,Tom Rossi,Individual,United Kingdom,Employee,BR03,Online,Low,N,122200,2024-06-22
C00687,Silverline Logistics Ltd,Business,United Kingdom,Retail,BR07,Online,Low,N,282000,2025-12-17
C00688,Nadia Evans,Individual,France,Employee,BR02,Relationship Manager,Low,N,22600,2024-08-21
C00689,Silverline Tech LLP,Business,UAE,Construction,BR01,Online,Medium,N,457000,2024-01-26
C00690,Omar Shah,Individual,United Kingdom,Employee,BR02,Online,Low,N,52200,2024-11-13
C00691,Jack Wright,Individual,Panama,Retired,BR04,Branch,Medium,N,57600,2025-06-22
C00692,Ravi Khan,Individual,Pakistan,Employee,BR01,Branch,Medium,N,8800,2025-05-15
C00693,James Singh,Individual,United Kingdom,Employee,BR01,Branch,Low,N,266900,2025-12-15
C00694,Hannah Nowak,Individual,Nigeria,Employee,BR10,Online,Medium,N,79200,2024-09-24
C00695,Luca Okafor,Individual,United Kingdom,Director,BR04,Online,Low,N,35600,2025-01-17
C00696,Tom Nowak,Individual,United Kingdom,Retired,BR08,Online,Low,N,26100,2025-02-12
C00697,Ravi Mensah,Individual,United Kingdom,Property Investor,BR02,Online,Low,N,72600,2024-01-18
C00698,Grace Fraser,Individual,UAE,Director,BR01,Online,Medium,N,54000,2024-01-05
C00699,Crest Motors Ltd,Business,United Kingdom,Construction,BR07,Online,Medium,N,299000,2025-08-04
C00700,Oakline Motors PLC,Business,United Kingdom,Precious Metals,BR03,Relationship Manager,High,N,229000,2024-10-08
C00701,Bluefield Construction LLP,Business,United Kingdom,Construction,BR04,Branch,Medium,N,3202000,2025-05-18
C00702,Hannah Ali,Individual,United Kingdom,Senior Public Official,BR10,Online,High,Y,51100,2025-11-21
C00703,Kestrel Tech Ltd,Business,United States,Hospitality,BR02,Branch,Low,N,568000,2024-06-27
C00704,Priya Ali,Individual,France,Employee,BR04,Branch,Low,N,49300,2025-07-20
C00705,James Evans,Individual,United Kingdom,Director,BR05,Online,Low,N,47800,2024-06-05
C00706,Omar Reid,Individual,Pakistan,Retired,BR01,Relationship Manager,Medium,N,92600,2025-06-25
C00707,Sofia Murray,Individual,UAE,Property Investor,BR06,Online,Medium,N,15400,2024-04-26
C00708,Zara Murray,Individual,United Kingdom,Employee,BR04,Online,Low,N,24900,2024-08-10
C00709,Priya Khan,Individual,United Kingdom,Employee,BR01,Branch,Low,N,40800,2024-12-09
C00710,Redwood Motors Ltd,Business,United Kingdom,Construction,BR03,Branch,Low,N,419000,2024-12-22
C00711,Luca Murray,Individual,United Kingdom,Employee,BR04,Relationship Manager,Low,N,31600,2024-01-23
C00712,Nadia Doyle,Individual,United Kingdom,Employee,BR06,Online,Low,N,86900,2025-09-09
C00713,Redwood Property Ltd,Business,Ireland,Construction,BR09,Online,Low,N,1656000,2024-01-05
C00714,Hannah Reid,Individual,United States,Retired,BR07,Relationship Manager,Low,N,13400,2025-10-05
C00715,Priya Khan,Individual,United Kingdom,Employee,BR03,Online,Low,N,31100,2024-05-30
C00716,Summit Capital Ltd,Business,Pakistan,Precious Metals,BR10,Branch,High,N,64000,2025-06-03
C00717,Crest Consulting LLP,Business,United States,Technology,BR07,Online,Medium,N,1541000,2025-06-04
C00718,Chen Ali,Individual,United Kingdom,Self-employed,BR01,Online,Low,N,56000,2024-11-29
C00719,Ravi Mensah,Individual,United Kingdom,Employee,BR01,Online,Low,N,53400,2025-01-27
C00720,Olivia Nowak,Individual,France,Employee,BR02,Online,Low,N,36900,2024-02-23
C00721,Olivia Shah,Individual,India,Employee,BR01,Online,Low,N,19600,2025-10-20
C00722,Nadia Ali,Individual,United Kingdom,Student,BR04,Online,Low,N,30800,2024-03-28
C00723,Grace Brooks,Individual,Ireland,Employee,BR03,Online,Low,N,27600,2025-04-26
C00724,Chen Ali,Individual,United Kingdom,Employee,BR10,Branch,Low,N,33800,2024-01-01
C00725,Meridian Trading PLC,Business,India,Charity,BR04,Online,Low,N,1416000,2025-06-29
C00726,Maria Patel,Individual,France,Self-employed,BR02,Online,Low,N,51100,2024-09-19
C00727,Sofia Singh,Individual,United Kingdom,Retired,BR10,Online,Low,N,65800,2024-12-18
C00728,Daniel Rossi,Individual,United Kingdom,Employee,BR04,Relationship Manager,Low,N,31900,2024-01-18
C00729,Brightwater Foods LLP,Business,United Kingdom,Crypto Assets,BR01,Online,High,N,370000,2024-06-09
C00730,Grace Patel,Individual,Cyprus,Employee,BR01,Online,Medium,N,60100,2024-11-14
C00731,Aisha Patel,Individual,United States,Employee,BR06,Branch,Low,N,42900,2025-06-08
C00732,Jack Okafor,Individual,Nigeria,Senior Public Official,BR04,Online,High,Y,57600,2025-03-12
C00733,Omar Okafor,Individual,United Kingdom,Senior Public Official,BR05,Branch,Medium,Y,26800,2024-07-09
C00734,Daniel Wright,Individual,United Kingdom,Employee,BR08,Online,Low,N,11300,2025-03-11
C00735,Larkspur Holdings Ltd,Business,United Kingdom,Retail,BR06,Online,Medium,N,830000,2024-06-12
C00736,Hannah Khan,Individual,United Kingdom,Employee,BR08,Branch,Low,N,62800,2025-02-09
C00737,Crest Tech Ltd,Business,United Kingdom,Import/Export,BR07,Relationship Manager,High,Y,82000,2025-01-30
C00738,Pinnacle Retail Ltd,Business,UAE,Technology,BR06,Online,Medium,N,378000,2024-06-14
C00739,Sofia Nowak,Individual,United Kingdom,Employee,BR01,Online,Low,N,24100,2024-05-26
C00740,Tom Khan,Individual,Ireland,Employee,BR04,Online,Low,N,12400,2025-01-14
C00741,Mei Wright,Individual,Russia,Self-employed,BR03,Online,Medium,N,94400,2025-03-05
C00742,Thistle Construction PLC,Business,Germany,Import/Export,BR04,Online,High,N,2539000,2025-12-17
C00743,Amir Patel,Individual,United Kingdom,Employee,BR03,Branch,Low,N,31000,2024-12-28
C00744,James Brooks,Individual,United States,Self-employed,BR05,Relationship Manager,Low,N,26800,2024-11-21
C00745,Chen Walsh,Individual,Ireland,Property Investor,BR03,Online,Low,N,85200,2024-12-13
C00746,Bluefield Capital PLC,Business,United Kingdom,Professional Services,BR05,Online,Medium,N,422000,2025-10-01
C00747,Amir Patel,Individual,Ireland,Self-employed,BR03,Online,Low,N,22500,2024-08-12
C00748,Aisha Khan,Individual,Pakistan,Self-employed,BR09,Branch,Medium,N,80700,2024-10-05
C00749,Daniel Ali,Individual,United Kingdom,Employee,BR03,Relationship Manager,Low,N,36800,2024-09-26
C00750,Bluefield Logistics PLC,Business,United Kingdom,Technology,BR07,Online,Medium,N,602000,2025-03-31
C00751,Mei Rossi,Individual,United Kingdom,Self-employed,BR05,Relationship Manager,Low,N,33700,2025-05-26
C00752,Jack Khan,Individual,United Kingdom,Employee,BR03,Branch,Low,N,25100,2024-12-18
C00753,Oakline Logistics LLP,Business,Nigeria,Retail,BR08,Relationship Manager,High,N,820000,2024-07-11
C00754,Silverline Imports Ltd,Business,United Kingdom,Import/Export,BR09,Relationship Manager,Medium,N,123000,2025-05-18
C00755,Priya Singh,Individual,United Kingdom,Employee,BR07,Introducer,Low,N,35200,2024-07-20
C00756,Olivia Nowak,Individual,United Kingdom,Employee,BR10,Relationship Manager,Low,N,58100,2025-10-17
C00757,Brightwater Capital LLP,Business,United Kingdom,Hospitality,BR03,Online,Medium,N,3046000,2025-04-01
C00758,Harbour Capital LLP,Business,United Kingdom,Real Estate,BR09,Online,Medium,N,196000,2024-11-18
C00759,Ravi Okafor,Individual,United Kingdom,Property Investor,BR08,Branch,Low,N,11800,2024-06-19
C00760,Zara Patel,Individual,United Kingdom,Student,BR07,Online,Low,N,23900,2025-07-07
C00761,Brightwater Holdings Ltd,Business,United Kingdom,Technology,BR08,Online,Low,N,498000,2025-03-21
C00762,Northgate Imports Ltd,Business,Pakistan,Construction,BR07,Branch,High,N,410000,2025-10-07
C00763,Meridian Property Ltd,Business,Russia,Real Estate,BR04,Online,High,N,202000,2025-05-31
C00764,Nadia Murray,Individual,United Kingdom,Property Investor,BR05,Branch,Low,N,17400,2025-07-31
C00765,Olivia Brooks,Individual,United Kingdom,Employee,BR03,Online,Low,N,40500,2024-03-08
C00766,Redwood Trading LLP,Business,United Kingdom,Technology,BR06,Online,Low,N,170000,2024-01-18
C00767,Crest Holdings Ltd,Business,United Kingdom,Real Estate,BR03,Relationship Manager,Medium,N,2945000,2025-04-26
C00768,Oakline Holdings Ltd,Business,United Kingdom,Professional Services,BR07,Branch,Low,N,133000,2024-01-01
C00769,Tom Hughes,Individual,Cyprus,Self-employed,BR04,Branch,Medium,N,66800,2025-10-13
C00770,Amir Evans,Individual,India,Employee,BR03,Online,Low,N,119800,2025-10-07
C00771,Northgate Capital LLP,Business,United Kingdom,Retail,BR01,Online,Low,N,854000,2025-03-03
C00772,Mei Reid,Individual,Hong Kong,Employee,BR02,Branch,Low,N,53400,2025-06-17
C00773,Thistle Motors LLP,Business,United Kingdom,Professional Services,BR06,Online,Low,N,1539000,2024-11-04
C00774,Ravi Patel,Individual,United Kingdom,Employee,BR03,Relationship Manager,Low,N,52100,2025-12-01
C00775,Larkspur Consulting Ltd,Business,United Kingdom,Technology,BR01,Online,Medium,N,652000,2024-01-27
C00776,Crest Holdings Ltd,Business,United Kingdom,Construction,BR03,Branch,Low,N,445000,2024-08-01
C00777,Nadia Patel,Individual,Pakistan,Retired,BR03,Branch,Medium,N,75000,2025-05-25
C00778,Omar Evans,Individual,United Kingdom,Self-employed,BR02,Online,Low,N,24300,2025-07-30
C00779,Ravi Khan,Individual,Ireland,Employee,BR02,Online,Low,N,50200,2024-06-26
C00780,Amir Okafor,Individual,United Kingdom,Employee,BR06,Introducer,Low,N,9000,2025-08-08
C00781,Ethan Fraser,Individual,United States,Director,BR07,Branch,Low,N,22700,2024-12-02
C00782,Sofia Murray,Individual,Ireland,Self-employed,BR10,Online,Low,N,40000,2025-09-18
C00783,Thistle Retail LLP,Business,United Kingdom,Crypto Assets,BR01,Introducer,Medium,N,4227000,2024-07-14
C00784,Chen Khan,Individual,United Kingdom,Employee,BR02,Branch,Low,N,18400,2025-05-20
C00785,Luca Brooks,Individual,United States,Student,BR01,Introducer,Low,N,29700,2024-05-31
C00786,Priya Patel,Individual,United Kingdom,Student,BR05,Online,Low,N,48900,2024-04-11
C00787,Maria Doyle,Individual,United Kingdom,Property Investor,BR01,Online,Low,N,38100,2025-05-30
C00788,Priya Singh,Individual,Pakistan,Employee,BR02,Online,Medium,N,41600,2025-05-12
C00789,Priya Hughes,Individual,United Kingdom,Property Investor,BR05,Relationship Manager,Low,N,62300,2024-08-02
C00790,Ethan Rossi,Individual,United Kingdom,Employee,BR03,Relationship Manager,Low,N,32700,2025-03-17
C00791,Sofia Walsh,Individual,United Kingdom,Retired,BR04,Branch,Low,N,90700,2025-11-19
C00792,Harbour Holdings Ltd,Business,United Kingdom,Real Estate,BR06,Online,Medium,N,540000,2024-08-31
C00793,Zara Carter,Individual,United Kingdom,Self-employed,BR08,Branch,Low,N,127600,2025-01-01
C00794,Tom Brooks,Individual,United Kingdom,Employee,BR03,Branch,Low,N,78300,2024-06-01
C00795,Crest Motors PLC,Business,United Kingdom,Technology,BR02,Online,Medium,N,280000,2025-01-13
C00796,Crest Construction LLP,Business,United Kingdom,Professional Services,BR04,Online,Medium,N,1328000,2025-10-09
C00797,Mei Patel,Individual,United Kingdom,Employee,BR01,Online,Low,N,45400,2025-04-09
C00798,Daniel Fraser,Individual,Hong Kong,Self-employed,BR01,Branch,Low,N,57500,2024-04-13
C00799,Hannah Hughes,Individual,United Kingdom,Student,BR04,Branch,Low,N,77400,2025-06-25
C00800,Mei Okafor,Individual,United Kingdom,Employee,BR02,Branch,Low,N,18000,2024-11-04
C00801,Tom Khan,Individual,United Kingdom,Self-employed,BR01,Branch,Low,N,52200,2024-01-14
C00802,Tom Shah,Individual,France,Employee,BR06,Branch,Low,N,11300,2025-03-31
C00803,Ravi Doyle,Individual,United Kingdom,Self-employed,BR08,Relationship Manager,Low,N,36100,2024-08-06
C00804,Sofia Shah,Individual,United Kingdom,Self-employed,BR01,Branch,Low,N,96000,2025-12-11
C00805,Redwood Imports PLC,Business,Ireland,Import/Export,BR05,Relationship Manager,Medium,N,921000,2025-12-28
C00806,Nadia Wright,Individual,United Kingdom,Retired,BR10,Branch,Low,N,15400,2025-05-05
C00807,Maria Wright,Individual,India,Employee,BR02,Online,Low,N,45800,2025-04-06
C00808,Jack Murray,Individual,United States,Employee,BR07,Branch,Low,N,92300,2024-08-10
C00809,Luca Okafor,Individual,UAE,Self-employed,BR01,Branch,Medium,N,48800,2024-02-21
C00810,Aisha Doyle,Individual,United Kingdom,Employee,BR09,Online,Low,N,12800,2024-02-14
C00811,Brightwater Holdings LLP,Business,United Kingdom,Professional Services,BR01,Online,Low,N,429000,2024-12-05
C00812,Larkspur Logistics Ltd,Business,United Kingdom,Import/Export,BR02,Online,High,N,182000,2024-08-20
C00813,Oakline Imports Ltd,Business,Nigeria,Hospitality,BR10,Online,Medium,N,563000,2025-12-03
C00814,Larkspur Retail LLP,Business,United States,Hospitality,BR06,Relationship Manager,Low,N,1699000,2024-08-02
C00815,Oakline Trading Ltd,Business,United States,Charity,BR02,Online,Low,N,622000,2024-06-05
C00816,Pinnacle Property LLP,Business,United Kingdom,Professional Services,BR07,Branch,Medium,N,639000,2025-08-21
C00817,Grace Lopez,Individual,UAE,Employee,BR09,Branch,Medium,N,119200,2025-09-02
C00818,Amir Lopez,Individual,United Kingdom,Employee,BR04,Online,Low,N,57200,2024-10-02
C00819,Jack Doyle,Individual,UAE,Employee,BR01,Introducer,Medium,N,83000,2024-02-29
C00820,Maria Ali,Individual,United Kingdom,Student,BR02,Branch,Low,N,69700,2024-03-12
C00821,Sofia Lopez,Individual,United Kingdom,Student,BR10,Online,Low,N,36700,2025-01-15
C00822,Crest Foods Ltd,Business,United Kingdom,Real Estate,BR01,Online,High,N,948000,2025-09-27
C00823,Daniel Murray,Individual,Hong Kong,Employee,BR02,Introducer,Low,N,33600,2024-10-09
C00824,Olivia Fraser,Individual,United Kingdom,Employee,BR01,Branch,Low,N,60400,2024-01-14
C00825,Tom Shah,Individual,United Kingdom,Employee,BR01,Relationship Manager,Low,N,27200,2024-10-01
C00826,Priya Lopez,Individual,United Kingdom,Self-employed,BR04,Online,Low,N,113000,2024-01-03
C00827,Priya Ali,Individual,United Kingdom,Self-employed,BR03,Online,Low,N,25700,2024-11-05
C00828,Silverline Property PLC,Business,Cyprus,Retail,BR01,Relationship Manager,High,N,372000,2024-12-13
C00829,Omar Khan,Individual,United Kingdom,Retired,BR01,Online,Low,N,35000,2025-06-18
C00830,Larkspur Holdings Ltd,Business,United Kingdom,Import/Export,BR01,Branch,Medium,N,1656000,2024-02-20
C00831,Daniel Walsh,Individual,Nigeria,Employee,BR01,Branch,Medium,N,147800,2024-12-17
C00832,Amir Murray,Individual,United Kingdom,Self-employed,BR01,Online,Low,N,30800,2024-05-09
C00833,Tom Mensah,Individual,United Kingdom,Self-employed,BR07,Online,Low,N,33400,2024-12-06
C00834,Silverline Capital PLC,Business,United Kingdom,Professional Services,BR01,Online,Medium,N,150000,2025-12-21
C00835,Meridian Construction Ltd,Business,United Kingdom,Professional Services,BR02,Online,Medium,N,478000,2025-06-25
C00836,Tom Brooks,Individual,United Kingdom,Self-employed,BR05,Relationship Manager,Low,N,37800,2025-09-09
C00837,Crest Logistics Ltd,Business,United Kingdom,Crypto Assets,BR07,Online,Medium,N,1101000,2024-01-29
C00838,Grace Lopez,Individual,United Kingdom,Self-employed,BR06,Online,Low,N,31100,2025-07-12
C00839,Summit Tech PLC,Business,India,Real Estate,BR10,Branch,High,N,541000,2025-09-25
C00840,Omar Shah,Individual,UAE,Self-employed,BR02,Relationship Manager,Medium,N,74300,2025-05-05
C00841,Hannah Okafor,Individual,United States,Employee,BR01,Branch,Low,N,40700,2025-07-25
C00842,Ironbridge Foods LLP,Business,United Kingdom,Retail,BR01,Online,Low,N,141000,2024-02-04
C00843,Ethan Wright,Individual,United Kingdom,Employee,BR01,Online,Low,N,32300,2025-06-24
C00844,Tom Walsh,Individual,Panama,Director,BR10,Relationship Manager,Medium,N,29700,2025-09-03
C00845,Priya Patel,Individual,India,Retired,BR05,Branch,Low,N,23100,2024-06-17
C00846,James Mensah,Individual,United Kingdom,Director,BR07,Online,Low,N,15800,2024-12-10
C00847,Redwood Property PLC,Business,United Kingdom,Professional Services,BR10,Branch,Low,N,836000,2024-11-04
C00848,Redwood Motors Ltd,Business,United Kingdom,Real Estate,BR08,Relationship Manager,High,N,437000,2024-03-12
C00849,Harbour Capital LLP,Business,United Kingdom,Real Estate,BR03,Online,High,N,1838000,2024-04-03
C00850,Priya Murray,Individual,United Kingdom,Employee,BR08,Online,Low,N,32600,2024-08-07
C00851,Daniel Rossi,Individual,United Kingdom,Employee,BR03,Branch,Low,N,32200,2024-03-20
C00852,Sofia Fraser,Individual,Hong Kong,Retired,BR01,Online,Low,N,84700,2025-01-01
C00853,Amir Khan,Individual,United Kingdom,Self-employed,BR04,Branch,Low,N,23000,2024-02-10
C00854,Maria Ali,Individual,United Kingdom,Self-employed,BR09,Online,Low,N,47400,2024-01-11
C00855,Pinnacle Capital Ltd,Business,United Kingdom,Professional Services,BR07,Introducer,Medium,N,181000,2025-04-04
C00856,Kestrel Trading PLC,Business,India,Real Estate,BR03,Branch,High,N,3598000,2024-07-03
C00857,Harbour Trading PLC,Business,India,Retail,BR08,Online,Low,N,1867000,2024-10-03
C00858,Priya Evans,Individual,United Kingdom,Employee,BR04,Branch,Low,N,41500,2024-09-02
C00859,Amir Fraser,Individual,United Kingdom,Employee,BR06,Online,Low,N,64600,2024-12-08
C00860,Grace Brooks,Individual,Ireland,Employee,BR03,Online,Low,N,39400,2024-12-05
C00861,Omar Singh,Individual,UAE,Property Investor,BR02,Online,Medium,N,114300,2024-04-07
C00862,Priya Okafor,Individual,United Kingdom,Employee,BR02,Online,Low,N,41200,2024-01-02
C00863,Chen Hughes,Individual,Pakistan,Employee,BR08,Introducer,Medium,N,14400,2024-11-19
C00864,Daniel Hughes,Individual,United Kingdom,Employee,BR10,Relationship Manager,Low,N,58900,2025-02-17
C00865,Kestrel Logistics PLC,Business,United Kingdom,Import/Export,BR02,Introducer,High,N,602000,2025-07-15
C00866,Daniel Lopez,Individual,United Kingdom,Employee,BR01,Branch,Low,N,40900,2024-05-24
C00867,Silverline Retail LLP,Business,United Kingdom,Professional Services,BR01,Introducer,Medium,N,1091000,2024-03-02
C00868,Sofia Brooks,Individual,United Kingdom,Employee,BR07,Online,Low,N,11300,2025-03-12
C00869,Nadia Singh,Individual,United Kingdom,Employee,BR04,Branch,Low,N,12500,2025-10-21
C00870,Zara Evans,Individual,India,Self-employed,BR05,Online,Low,N,107900,2024-06-23
C00871,Daniel Khan,Individual,United Kingdom,Employee,BR01,Branch,Low,N,28200,2024-03-03
C00872,Jack Lopez,Individual,Panama,Employee,BR01,Relationship Manager,Medium,N,71600,2024-10-21
C00873,Olivia Walsh,Individual,United Kingdom,Retired,BR09,Branch,Low,N,15300,2025-02-13
C00874,Meridian Trading PLC,Business,United Kingdom,Hospitality,BR05,Online,Medium,N,98000,2025-03-31
C00875,Zara Shah,Individual,United States,Self-employed,BR02,Branch,Low,N,60300,2024-03-23
C00876,Maria Ali,Individual,UAE,Employee,BR02,Branch,Medium,N,37700,2025-04-24
C00877,Daniel Khan,Individual,Ireland,Self-employed,BR02,Relationship Manager,Low,N,55400,2024-09-07
C00878,Ethan Mensah,Individual,France,Employee,BR01,Online,Low,N,39800,2024-01-23
C00879,Hannah Doyle,Individual,United Kingdom,Employee,BR01,Online,Low,N,35400,2025-11-05
C00880,Ethan Ali,Individual,United Kingdom,Employee,BR06,Online,Low,N,26700,2025-01-26
C00881,Oakline Construction Ltd,Business,United Kingdom,Charity,BR02,Relationship Manager,Low,N,1951000,2024-08-11
C00882,Summit Retail LLP,Business,United Kingdom,Professional Services,BR03,Online,Low,N,2738000,2025-08-19
C00883,Oakline Retail Ltd,Business,United Kingdom,Technology,BR04,Branch,Low,N,551000,2025-08-05
C00884,Daniel Ali,Individual,United Kingdom,Director,BR03,Introducer,Low,N,21500,2024-05-30
C00885,Maria Fraser,Individual,United States,Employee,BR04,Online,Low,N,20700,2025-12-03
C00886,Thistle Motors PLC,Business,Pakistan,Construction,BR08,Branch,High,N,54000,2025-01-23
C00887,Zara Reid,Individual,Nigeria,Employee,BR02,Branch,Medium,N,49200,2024-07-10
C00888,Tom Murray,Individual,France,Property Investor,BR07,Branch,Low,N,36000,2024-11-23
C00889,Tom Walsh,Individual,United Kingdom,Self-employed,BR02,Introducer,Low,N,54200,2024-05-17
C00890,Brightwater Logistics Ltd,Business,United Kingdom,Real Estate,BR02,Introducer,Medium,N,843000,2025-09-13
C00891,Luca Mensah,Individual,Ireland,Employee,BR01,Online,Low,N,37500,2024-07-15
C00892,Silverline Motors PLC,Business,Ireland,Technology,BR06,Online,Low,N,81000,2024-11-16
C00893,Silverline Retail PLC,Business,United Kingdom,Retail,BR03,Relationship Manager,Low,N,3149000,2024-02-20
C00894,Ravi Doyle,Individual,United Kingdom,Employee,BR07,Online,Low,N,107400,2025-11-20
C00895,Brightwater Trading LLP,Business,United Kingdom,Professional Services,BR01,Online,Low,N,322000,2024-08-09
C00896,Amir Ali,Individual,United Kingdom,Employee,BR05,Introducer,Low,N,54300,2025-04-21
C00897,Amir Ali,Individual,United Kingdom,Senior Public Official,BR01,Branch,High,Y,12600,2024-09-15
C00898,Daniel Carter,Individual,United Kingdom,Retired,BR02,Branch,Low,N,40900,2025-02-14
C00899,Bluefield Motors Ltd,Business,United Kingdom,Professional Services,BR05,Relationship Manager,Medium,N,1289000,2025-02-13
C00900,Hannah Doyle,Individual,Hong Kong,Employee,BR01,Online,Low,N,40600,2024-08-01
C00901,Ravi Okafor,Individual,United Kingdom,Retired,BR03,Branch,Low,N,21200,2024-11-11
C00902,Grace Wright,Individual,India,Employee,BR05,Online,Low,N,63200,2025-03-12
C00903,Aisha Carter,Individual,Nigeria,Employee,BR07,Online,Medium,N,72500,2024-06-07
C00904,Luca Doyle,Individual,United Kingdom,Employee,BR06,Online,Low,N,81000,2024-04-05
C00905,James Patel,Individual,Ireland,Self-employed,BR01,Relationship Manager,Low,N,31900,2024-05-10
C00906,Aisha Ali,Individual,United Kingdom,Property Investor,BR01,Relationship Manager,Low,N,21300,2024-10-31
C00907,Silverline Property Ltd,Business,United Kingdom,Precious Metals,BR03,Online,High,N,1141000,2024-06-05
C00908,Olivia Carter,Individual,United Kingdom,Employee,BR02,Online,Low,N,115100,2024-07-26
C00909,Bluefield Tech PLC,Business,United States,Import/Export,BR02,Online,Medium,N,47000,2025-05-16
C00910,Tom Patel,Individual,Hong Kong,Employee,BR03,Branch,Low,N,52600,2025-05-04
C00911,Tom Walsh,Individual,United Kingdom,Retired,BR03,Online,Low,N,34900,2025-11-20
C00912,Chen Evans,Individual,United Kingdom,Employee,BR04,Online,Low,N,29700,2025-07-12
C00913,Luca Khan,Individual,United Kingdom,Employee,BR01,Relationship Manager,Low,N,59600,2024-11-06
C00914,Redwood Property LLP,Business,Nigeria,Hospitality,BR02,Relationship Manager,Medium,N,1661000,2025-11-09
C00915,Ravi Brooks,Individual,United Kingdom,Employee,BR02,Branch,Low,N,51100,2025-11-04
C00916,Olivia Carter,Individual,United Kingdom,Employee,BR02,Relationship Manager,Low,N,54400,2024-06-11
C00917,Tom Shah,Individual,Nigeria,Self-employed,BR07,Online,Medium,N,49400,2024-05-05
C00918,Northgate Trading PLC,Business,United Kingdom,Import/Export,BR02,Branch,High,N,76000,2025-10-08
C00919,Maria Hughes,Individual,United Kingdom,Retired,BR01,Online,Low,N,24100,2025-10-12
C00920,Chen Lopez,Individual,United Kingdom,Employee,BR08,Relationship Manager,Low,N,23200,2025-09-10
C00921,Silverline Imports Ltd,Business,United Kingdom,Retail,BR03,Online,Low,N,282000,2024-12-02
C00922,Silverline Retail Ltd,Business,United Kingdom,Hospitality,BR02,Online,Medium,N,455000,2025-09-22
C00923,Oakline Logistics PLC,Business,United Kingdom,Hospitality,BR07,Online,Low,N,764000,2025-07-16
C00924,James Hughes,Individual,United Kingdom,Employee,BR06,Online,Low,N,46400,2025-06-25
C00925,Ravi Carter,Individual,United States,Senior Public Official,BR10,Online,Medium,Y,69200,2025-03-16
C00926,Mei Singh,Individual,United Kingdom,Property Investor,BR08,Online,Low,N,81800,2024-07-14
C00927,Oakline Motors PLC,Business,United States,Retail,BR06,Relationship Manager,Low,N,1217000,2025-06-30
C00928,Maria Reid,Individual,United Kingdom,Retired,BR01,Online,Low,N,18200,2025-10-03
C00929,Thistle Holdings PLC,Business,India,Money Services,BR04,Branch,Medium,N,492000,2025-10-08
C00930,Daniel Walsh,Individual,United Kingdom,Employee,BR01,Online,Low,N,33700,2025-03-14
C00931,Sofia Rossi,Individual,Nigeria,Self-employed,BR04,Online,Medium,N,42100,2024-01-29
C00932,Meridian Construction Ltd,Business,United Kingdom,Retail,BR09,Online,Medium,N,1172000,2025-06-25
